listing_id,property_id,city,state,locality,property_type,bhk,bedrooms,bathrooms,carpet_area_sqft,built_up_area_sqft,super_built_up_sqft,price_per_sqft,total_price_inr,total_price_lakh,furnishing_status,possession_status,floor_number,total_floors,age_of_property_years,facing,amenities_count,amenities,builder_name,transaction_type,listing_date,days_on_market,price_negotiable,loan_available,parking_count,rera_registered,listing_source
RES102119,PROP503065,Mumbai,Maharashtra,Kurla,Penthouse,2,2,3,1616,1858,2020,20022,32400000,324,Furnished,Under Construction,6,19,22,South,4,Children Play Area|Jogging Track|Club House|Car Parking,Hiranandani,New Property,16-05-2022,82,No,No,1,Yes,Housing.com
RES102120,PROP500779,Indore,Madhya Pradesh,Zone A,Villa,2,2,3,1604,1845,2005,3872,6200000,62,Furnished,Ready to Move,1,21,2,South,3,Power Backup|Gym|Car Parking,Sobha Limited,New Property,03-12-2022,349,Yes,Yes,0,No,MagicBricks
RES102121,PROP504787,Vadodara,Gujarat,Zone C,Studio,3,3,4,1957,2251,2446,4370,8600000,86,Unfurnished,Ready to Move,11,25,2,North-West,6,Car Parking|Children Play Area|Gym|Swimming Pool|Garden|Jogging Track,Raymond Realty,Resale,02-10-2022,77,Yes,Yes,0,Yes,Owner
RES102122,PROP500932,Delhi,Delhi,Connaught Place,Villa,2,2,3,1752,2015,2190,8011,14000000,140,Unfurnished,New Launch,6,28,7,South-West,8,Power Backup|24x7 Security|Gym|Lift|Garden|Children Play Area|Swimming Pool|Jogging Track,Tata Housing,Resale,17-05-2024,135,Yes,Yes,1,No,Housing.com
RES102123,PROP503869,Kolkata,West Bengal,Rajarhat,Apartment,1,1,2,1493,1717,1866,8552,12800000,128,Unfurnished,New Launch,2,24,4,North-East,3,Garden|24x7 Security|Jogging Track,Prestige Group,Resale,18-11-2024,63,No,No,1,No,NoBroker
RES102124,PROP503826,Mumbai,Maharashtra,Bandra,Independent House,2,2,3,1762,2026,2202,19349,34100000,341,Unfurnished,Under Construction,29,30,12,West,4,Lift|Power Backup|Children Play Area|Car Parking,Hiranandani,Resale,06-03-2022,264,Yes,Yes,1,Yes,NoBroker
RES102125,PROP504473,Vadodara,Gujarat,Zone H,Apartment,2,2,3,1541,1772,1926,4160,6400000,64,Semi-Furnished,Ready to Move,11,19,12,North,7,24x7 Security|Lift|Garden|Children Play Area|Club House|Gym|Swimming Pool,Phoenix Mills,Resale,21-01-2023,270,Yes,No,1,Yes,99acres
RES102126,PROP500356,Lucknow,Uttar Pradesh,Zone G,Builder Floor,1,1,2,1110,1276,1388,3515,3900000,39,Unfurnished,Under Construction,13,22,0,East,7,Gym|Garden|Children Play Area|Car Parking|Swimming Pool|Jogging Track|24x7 Security,Mahindra Lifespaces,Resale,28-02-2023,134,Yes,Yes,1,No,MagicBricks
RES102127,PROP504855,Nagpur,Maharashtra,Zone A,Penthouse,2,2,3,1731,1991,2164,4083,7100000,71,Unfurnished,Under Construction,1,5,19,North,6,Children Play Area|Swimming Pool|Jogging Track|Car Parking|Lift|Club House,Lodha Group,New Property,29-03-2025,114,Yes,Yes,2,Yes,NoBroker
RES102128,PROP504443,Coimbatore,Tamil Nadu,Zone E,Independent House,2,2,3,1765,2030,2206,3912,6900000,69,Unfurnished,New Launch,20,29,19,North-West,3,Lift|Car Parking|Club House,Kolte Patil,New Property,09-04-2024,125,Yes,Yes,2,No,99acres
RES102129,PROP501192,Kochi,Kerala,Zone B,Villa,3,3,4,1866,2146,2332,4531,8500000,85,Furnished,Ready to Move,33,38,7,South-West,4,Gym|Jogging Track|Garden|Swimming Pool,Mahindra Lifespaces,New Property,16-09-2023,71,Yes,Yes,1,No,NoBroker
RES102130,PROP505906,Bangalore,Karnataka,Sarjapur,Independent House,5,5,5,2749,3161,3436,8453,23200000,232,Semi-Furnished,New Launch,7,21,3,South-East,6,Swimming Pool|Garden|24x7 Security|Power Backup|Car Parking|Gym,Brigade Group,Resale,30-04-2022,260,No,Yes,0,No,99acres
RES102131,PROP503614,Hyderabad,Telangana,Nallagandla,Builder Floor,4,4,5,2171,2497,2714,6217,13500000,135,Unfurnished,Ready to Move,14,23,6,South-East,6,Car Parking|Jogging Track|Lift|Children Play Area|24x7 Security|Swimming Pool,Sobha Limited,Resale,12-09-2023,7,Yes,Yes,0,Yes,Housing.com
RES102132,PROP504018,Kochi,Kerala,Zone I,Apartment,3,3,4,1956,2249,2445,4002,7800000,78,Semi-Furnished,New Launch,3,9,17,North-West,5,Lift|Car Parking|Jogging Track|24x7 Security|Children Play Area,DLF,New Property,24-07-2025,286,No,Yes,0,Yes,NoBroker
RES102133,PROP503326,Vadodara,Gujarat,Zone A,Studio,5,5,5,2385,2743,2981,3524,8400000,84,Unfurnished,Under Construction,18,23,14,North-West,4,24x7 Security|Car Parking|Power Backup|Garden,Tata Housing,Resale,04-04-2022,207,Yes,Yes,1,Yes,Owner
RES102134,PROP500499,Mumbai,Maharashtra,Thane,Penthouse,2,2,3,1858,2137,2322,20290,37700000,377,Semi-Furnished,Ready to Move,5,14,13,North-West,3,Gym|Car Parking|Children Play Area,Mahindra Lifespaces,Resale,23-04-2025,390,Yes,Yes,1,Yes,99acres
RES102135,PROP504629,Patna,Bihar,Zone E,Row House,3,3,4,2116,2433,2645,4913,10400000,104,Unfurnished,Under Construction,1,4,11,South,6,24x7 Security|Power Backup|Swimming Pool|Children Play Area|Lift|Garden,Hiranandani,Resale,22-02-2023,257,Yes,Yes,1,Yes,99acres
RES102136,PROP503822,Nagpur,Maharashtra,Zone I,Independent House,3,3,4,1761,2025,2201,3832,6700000,67,Unfurnished,Under Construction,8,18,10,West,4,Car Parking|Children Play Area|Gym|Swimming Pool,Brigade Group,New Property,24-01-2024,272,Yes,Yes,1,No,NoBroker
RES102137,PROP502154,Kochi,Kerala,Zone H,Villa,3,3,4,2276,2617,2845,4970,11300000,113,Unfurnished,Under Construction,3,14,7,East,5,24x7 Security|Car Parking|Power Backup|Jogging Track|Club House,Sobha Limited,Resale,01-08-2024,271,Yes,No,1,Yes,99acres
RES102138,PROP504992,Mumbai,Maharashtra,Thane,Independent House,5,5,5,2776,3192,3470,18629,51700000,517,Semi-Furnished,Under Construction,6,28,15,South,4,Power Backup|Lift|Gym|Children Play Area,Raymond Realty,New Property,21-07-2023,365,No,No,2,Yes,NoBroker
RES102139,PROP501583,Bangalore,Karnataka,Indiranagar,Independent House,2,2,3,2019,2322,2524,10094,20400000,204,Furnished,Ready to Move,2,6,4,North-East,6,Jogging Track|Power Backup|Swimming Pool|Lift|24x7 Security|Club House,Sobha Limited,New Property,18-05-2022,116,Yes,Yes,1,Yes,Housing.com
RES102140,PROP501510,Mumbai,Maharashtra,Malad,Builder Floor,3,3,4,2031,2336,2539,18848,38300000,383,Semi-Furnished,New Launch,24,39,17,West,6,Power Backup|Swimming Pool|Children Play Area|Lift|Gym|Jogging Track,Hiranandani,New Property,19-12-2023,207,Yes,No,2,Yes,Housing.com
RES102141,PROP503455,Ahmedabad,Gujarat,Paldi,Studio,4,4,5,2215,2547,2769,5702,12600000,126,Furnished,Ready to Move,4,5,18,West,7,Car Parking|Swimming Pool|24x7 Security|Club House|Power Backup|Lift|Garden,Brigade Group,Resale,23-01-2025,378,Yes,Yes,0,Yes,MagicBricks
RES102142,PROP503419,Nagpur,Maharashtra,Zone B,Row House,2,2,3,1551,1784,1939,3716,5800000,58,Unfurnished,Ready to Move,16,16,15,North,4,24x7 Security|Gym|Power Backup|Children Play Area,Mahindra Lifespaces,Resale,16-02-2025,211,Yes,Yes,2,No,Housing.com
RES102143,PROP503739,Ahmedabad,Gujarat,Maninagar,Studio,1,1,2,1386,1594,1732,4434,6100000,61,Semi-Furnished,Ready to Move,4,30,22,North-East,6,Children Play Area|Club House|Power Backup|Car Parking|24x7 Security|Jogging Track,Emaar India,New Property,18-03-2022,397,Yes,Yes,1,Yes,Housing.com
RES102144,PROP500486,Chennai,Tamil Nadu,Sholinganallur,Villa,2,2,3,1700,1955,2125,7965,13500000,135,Semi-Furnished,Ready to Move,38,38,6,North,6,Gym|24x7 Security|Garden|Lift|Swimming Pool|Club House,Sobha Limited,Resale,07-08-2024,275,Yes,No,2,Yes,MagicBricks
RES102145,PROP504572,Pune,Maharashtra,Kalyani Nagar,Villa,1,1,2,1356,1559,1695,7898,10700000,107,Unfurnished,Under Construction,4,4,6,North-East,4,24x7 Security|Garden|Children Play Area|Jogging Track,Phoenix Mills,New Property,16-02-2023,395,Yes,Yes,1,Yes,99acres
RES102146,PROP503654,Lucknow,Uttar Pradesh,Zone B,Studio,1,1,2,1472,1693,1840,3895,5700000,57,Semi-Furnished,New Launch,21,39,20,East,6,Children Play Area|Club House|Jogging Track|Power Backup|24x7 Security|Car Parking,Raymond Realty,New Property,04-03-2024,56,Yes,No,0,Yes,Owner
RES102147,PROP505462,Nagpur,Maharashtra,Zone E,Row House,2,2,3,1679,1931,2099,3712,6200000,62,Unfurnished,Ready to Move,3,33,5,North-West,8,Garden|24x7 Security|Lift|Power Backup|Swimming Pool|Club House|Car Parking|Jogging Track,Raymond Realty,New Property,19-03-2025,48,Yes,Yes,0,No,MagicBricks
RES102148,PROP505380,Delhi,Delhi,Saket,Builder Floor,1,1,2,1688,1941,2110,8820,14900000,149,Furnished,New Launch,21,21,1,West,3,Swimming Pool|24x7 Security|Car Parking,Prestige Group,New Property,09-02-2023,210,Yes,No,1,Yes,99acres
RES102149,PROP503415,Hyderabad,Telangana,Manikonda,Studio,1,1,2,1620,1863,2025,7019,11400000,114,Semi-Furnished,New Launch,19,28,21,South-East,7,Gym|Lift|Car Parking|Power Backup|Children Play Area|Club House|Swimming Pool,Mahindra Lifespaces,Resale,07-09-2025,5,Yes,Yes,0,Yes,Owner
RES102150,PROP500669,Pune,Maharashtra,Undri,Row House,1,1,2,1630,1874,2038,10026,16300000,163,Furnished,Under Construction,1,17,22,South-East,4,Jogging Track|Car Parking|Gym|Garden,Prestige Group,New Property,24-08-2025,12,Yes,Yes,1,Yes,Owner
RES102151,PROP501604,Jaipur,Rajasthan,Vaishali Nagar,Builder Floor,3,3,4,1697,1952,2121,4346,7400000,74,Furnished,Under Construction,19,19,0,South,8,Children Play Area|24x7 Security|Swimming Pool|Car Parking|Power Backup|Jogging Track|Gym|Garden,Phoenix Mills,New Property,13-02-2025,318,Yes,Yes,2,Yes,99acres
RES102152,PROP500746,Bangalore,Karnataka,Whitefield,Villa,3,3,4,1871,2152,2339,9210,17200000,172,Furnished,New Launch,1,9,23,North-East,7,Car Parking|Power Backup|Gym|Swimming Pool|Club House|Children Play Area|24x7 Security,Omaxe,Resale,15-05-2024,53,Yes,Yes,1,Yes,99acres
RES102153,PROP500779,Indore,Madhya Pradesh,Zone A,Villa,2,2,3,1604,1845,2005,3388,5400000,54,Unfurnished,Under Construction,1,21,5,South,3,Power Backup|Gym|Car Parking,Sobha Limited,Resale,22-10-2025,243,No,Yes,1,No,Owner
RES102154,PROP500355,Lucknow,Uttar Pradesh,Zone A,Independent House,3,3,4,1815,2087,2269,3816,6900000,69,Furnished,Under Construction,7,16,18,North,6,Jogging Track|Garden|Lift|Car Parking|24x7 Security|Gym,Phoenix Mills,Resale,16-07-2024,372,No,Yes,1,Yes,99acres
RES102155,PROP503851,Coimbatore,Tamil Nadu,Zone D,Builder Floor,5,5,5,2853,3281,3566,3490,10000000,100,Furnished,New Launch,3,7,5,South-West,6,Power Backup|Car Parking|Gym|Children Play Area|Garden|Lift,Sobha Limited,New Property,26-03-2022,308,Yes,Yes,2,Yes,MagicBricks
RES102156,PROP505595,Surat,Gujarat,Katargam,Studio,3,3,4,2025,2329,2531,3294,6700000,67,Furnished,Ready to Move,3,8,8,North,5,Swimming Pool|Children Play Area|Club House|Power Backup|Lift,Kolte Patil,Resale,24-10-2025,312,Yes,Yes,2,No,MagicBricks
RES102157,PROP504755,Hyderabad,Telangana,Miyapur,Studio,3,3,4,1846,2123,2308,7527,13900000,139,Semi-Furnished,New Launch,13,14,11,South-East,7,Car Parking|24x7 Security|Jogging Track|Club House|Children Play Area|Swimming Pool|Power Backup,DLF,Resale,31-01-2025,30,No,No,1,Yes,MagicBricks
RES102158,PROP505313,Pune,Maharashtra,Baner,Studio,1,1,2,1183,1360,1479,7934,9400000,94,Unfurnished,Ready to Move,13,17,14,South-East,5,Garden|Car Parking|Gym|Lift|Children Play Area,Emaar India,Resale,17-01-2022,338,Yes,No,0,No,NoBroker
RES102159,PROP502306,Chandigarh,Chandigarh,Zone E,Independent House,3,3,4,1668,1918,2085,3397,5700000,57,Unfurnished,New Launch,25,28,9,South,8,Power Backup|Club House|Swimming Pool|Jogging Track|Gym|Children Play Area|Garden|24x7 Security,Omaxe,New Property,27-08-2022,113,Yes,Yes,1,Yes,99acres
RES102160,PROP500519,Pune,Maharashtra,Viman Nagar,Independent House,2,2,3,1729,1988,2161,8764,15200000,152,Furnished,Under Construction,12,13,25,North-West,3,Swimming Pool|Car Parking|Garden,Omaxe,Resale,28-08-2025,58,No,No,2,Yes,NoBroker
RES102161,PROP500542,Coimbatore,Tamil Nadu,Zone J,Builder Floor,5,5,5,2796,3215,3495,4125,11500000,115,Unfurnished,Under Construction,29,29,6,North-West,8,Swimming Pool|Garden|Lift|Power Backup|Gym|Jogging Track|Car Parking|24x7 Security,Mahindra Lifespaces,Resale,17-03-2025,38,No,Yes,0,Yes,99acres
RES102162,PROP500256,Mumbai,Maharashtra,Andheri,Studio,3,3,4,2246,2583,2808,17537,39400000,394,Unfurnished,Ready to Move,7,7,6,North-East,7,Children Play Area|24x7 Security|Garden|Club House|Car Parking|Swimming Pool|Gym,Mahindra Lifespaces,New Property,14-01-2025,304,Yes,Yes,0,No,Housing.com
RES102163,PROP502172,Chandigarh,Chandigarh,Zone I,Villa,1,1,2,1606,1847,2008,4131,6600000,66,Semi-Furnished,Ready to Move,31,31,4,North-East,3,Swimming Pool|Garden|Gym,DLF,Resale,24-11-2025,191,Yes,Yes,1,No,MagicBricks
RES102164,PROP501369,Lucknow,Uttar Pradesh,Zone J,Independent House,1,1,2,1612,1854,2015,3867,6200000,62,Furnished,New Launch,19,30,11,East,7,Swimming Pool|Children Play Area|Garden|Club House|Lift|24x7 Security|Car Parking,Mahindra Lifespaces,New Property,28-10-2023,179,No,No,1,Yes,MagicBricks
RES102165,PROP504225,Visakhapatnam,Andhra Pradesh,Zone A,Apartment,3,3,4,1628,1872,2035,4034,6600000,66,Semi-Furnished,Under Construction,1,24,6,South-East,4,Jogging Track|Lift|Power Backup|Club House,Tata Housing,Resale,22-07-2023,42,No,No,1,Yes,MagicBricks
RES102166,PROP502771,Chennai,Tamil Nadu,Porur,Apartment,3,3,4,2016,2318,2520,8168,16500000,165,Furnished,New Launch,1,8,12,North-East,7,Swimming Pool|Club House|24x7 Security|Garden|Gym|Power Backup|Jogging Track,Godrej Properties,New Property,13-05-2024,199,Yes,Yes,1,Yes,MagicBricks
RES102167,PROP500630,Coimbatore,Tamil Nadu,Zone A,Row House,3,3,4,1756,2019,2195,4117,7200000,72,Semi-Furnished,Under Construction,2,2,15,South-West,3,Car Parking|24x7 Security|Club House,Omaxe,New Property,25-09-2024,64,No,Yes,1,Yes,NoBroker
RES102168,PROP501318,Nagpur,Maharashtra,Zone G,Builder Floor,2,2,3,1561,1795,1951,4170,6500000,65,Semi-Furnished,Under Construction,3,4,12,East,6,24x7 Security|Lift|Children Play Area|Garden|Gym|Jogging Track,Emaar India,Resale,19-09-2022,78,Yes,Yes,1,Yes,Housing.com
RES102169,PROP501205,Chandigarh,Chandigarh,Zone C,Row House,2,2,3,1559,1793,1949,4109,6400000,64,Semi-Furnished,New Launch,35,40,0,East,7,Children Play Area|Swimming Pool|Car Parking|24x7 Security|Power Backup|Gym|Jogging Track,Mahindra Lifespaces,New Property,23-05-2024,292,Yes,Yes,0,No,99acres
RES102170,PROP505291,Vadodara,Gujarat,Zone A,Penthouse,2,2,3,1537,1768,1921,4191,6400000,64,Semi-Furnished,Ready to Move,25,26,18,North,6,Gym|Garden|Lift|Swimming Pool|Club House|Children Play Area,Mahindra Lifespaces,Resale,29-07-2023,148,Yes,No,1,Yes,MagicBricks
RES102171,PROP503436,Lucknow,Uttar Pradesh,Zone D,Villa,2,2,3,1325,1524,1656,4174,5500000,55,Furnished,New Launch,36,37,7,South,4,Lift|Club House|Gym|Swimming Pool,Kolte Patil,Resale,31-01-2022,219,Yes,No,0,Yes,Housing.com
RES102172,PROP502376,Bhopal,Madhya Pradesh,Zone D,Apartment,4,4,5,2156,2479,2695,3769,8100000,81,Semi-Furnished,New Launch,3,17,22,South-East,8,Jogging Track|Club House|Gym|Lift|Garden|Children Play Area|Car Parking|24x7 Security,Emaar India,New Property,29-12-2024,158,Yes,Yes,2,No,99acres
RES102173,PROP503778,Chandigarh,Chandigarh,Zone J,Penthouse,1,1,2,1448,1665,1810,4172,6000000,60,Semi-Furnished,Under Construction,7,8,14,South,5,Car Parking|Gym|Children Play Area|24x7 Security|Garden,DLF,Resale,15-01-2024,52,Yes,Yes,2,Yes,NoBroker
RES102174,PROP505469,Coimbatore,Tamil Nadu,Zone C,Studio,4,4,5,2159,2483,2699,3834,8300000,83,Furnished,New Launch,21,22,6,East,5,Club House|Children Play Area|Power Backup|Swimming Pool|24x7 Security,Omaxe,Resale,22-02-2023,327,Yes,No,1,Yes,Owner
RES102175,PROP505700,Kochi,Kerala,Zone I,Studio,3,3,4,1663,1912,2079,3891,6500000,65,Semi-Furnished,New Launch,18,34,6,South-East,7,Garden|Gym|Lift|24x7 Security|Jogging Track|Car Parking|Children Play Area,Emaar India,New Property,24-03-2024,99,Yes,Yes,1,Yes,Housing.com
RES102176,PROP503319,Delhi,Delhi,Saket,Builder Floor,3,3,4,2073,2384,2591,7072,14700000,147,Furnished,Under Construction,12,19,3,South-West,8,Swimming Pool|Garden|Jogging Track|24x7 Security|Car Parking|Children Play Area|Club House|Lift,Lodha Group,New Property,20-09-2024,239,Yes,Yes,0,Yes,NoBroker
RES102177,PROP500533,Mumbai,Maharashtra,Andheri,Studio,3,3,4,1718,1976,2148,19916,34200000,342,Semi-Furnished,Under Construction,8,14,16,East,5,Lift|24x7 Security|Gym|Car Parking|Power Backup,DLF,New Property,16-10-2023,216,Yes,Yes,1,No,Housing.com
RES102178,PROP502859,Lucknow,Uttar Pradesh,Zone J,Builder Floor,2,2,3,1708,1964,2135,4285,7300000,73,Furnished,Under Construction,10,19,5,West,8,Car Parking|Lift|Gym|Swimming Pool|Children Play Area|Garden|Club House|Power Backup,Godrej Properties,New Property,23-06-2022,100,Yes,Yes,0,Yes,Housing.com
RES102179,PROP505888,Bangalore,Karnataka,Electronic City,Studio,3,3,4,1568,1803,1960,7508,11800000,118,Furnished,Under Construction,8,9,2,South,8,Club House|Jogging Track|Car Parking|Children Play Area|24x7 Security|Swimming Pool|Power Backup|Gym,Shapoorji Pallonji,New Property,09-12-2023,160,Yes,Yes,1,No,Housing.com
RES102180,PROP500979,Jaipur,Rajasthan,Tonk Road,Builder Floor,2,2,3,1395,1604,1744,5143,7200000,72,Furnished,New Launch,7,36,16,East,3,Power Backup|Gym|24x7 Security,Emaar India,Resale,06-12-2022,141,No,Yes,0,Yes,NoBroker
RES102181,PROP502726,Patna,Bihar,Zone E,Apartment,3,3,4,2015,2317,2519,4596,9300000,93,Semi-Furnished,Ready to Move,9,32,9,South-West,8,Jogging Track|Car Parking|Club House|Power Backup|Swimming Pool|Garden|Children Play Area|24x7 Security,Phoenix Mills,Resale,20-05-2022,3,Yes,Yes,0,Yes,Housing.com
RES102182,PROP500032,Bangalore,Karnataka,Whitefield,Builder Floor,1,1,2,1425,1639,1781,7233,10300000,103,Unfurnished,New Launch,30,35,7,West,6,Club House|Garden|Lift|Car Parking|24x7 Security|Power Backup,DLF,Resale,07-12-2024,150,No,No,1,Yes,Owner
RES102183,PROP501150,Patna,Bihar,Zone E,Villa,4,4,5,2647,3044,3309,4073,10800000,108,Unfurnished,Ready to Move,2,9,3,North-West,3,Club House|Swimming Pool|Children Play Area,Phoenix Mills,New Property,13-03-2025,351,Yes,Yes,0,Yes,NoBroker
RES102184,PROP505771,Indore,Madhya Pradesh,Zone D,Studio,5,5,5,2355,2708,2944,4316,10200000,102,Furnished,Ready to Move,2,13,0,South-East,8,Garden|Jogging Track|Gym|Car Parking|Swimming Pool|Power Backup|24x7 Security|Children Play Area,Mahindra Lifespaces,New Property,10-07-2023,197,Yes,Yes,2,Yes,MagicBricks
RES102185,PROP501888,Surat,Gujarat,Bhatar,Villa,3,3,4,2321,2669,2901,4383,10200000,102,Furnished,Under Construction,21,38,7,North-West,4,Gym|24x7 Security|Lift|Garden,Emaar India,Resale,05-05-2025,317,Yes,Yes,1,Yes,Owner
RES102186,PROP502316,Bangalore,Karnataka,Koramangala,Row House,4,4,5,2162,2486,2702,7538,16300000,163,Unfurnished,Under Construction,6,8,21,North-West,3,Jogging Track|Gym|Lift,Prestige Group,Resale,19-03-2022,271,No,Yes,0,Yes,NoBroker
RES102187,PROP503784,Mumbai,Maharashtra,Lower Parel,Apartment,2,2,3,1762,2026,2202,21568,38000000,380,Furnished,Ready to Move,5,6,22,South,7,Club House|Power Backup|Car Parking|Jogging Track|Swimming Pool|Gym|Children Play Area,Brigade Group,Resale,05-12-2023,182,Yes,Yes,1,Yes,NoBroker
RES102188,PROP502278,Surat,Gujarat,Bhatar,Builder Floor,1,1,2,1326,1525,1658,3873,5100000,51,Unfurnished,Ready to Move,4,4,3,West,3,Car Parking|Power Backup|Swimming Pool,Emaar India,New Property,05-07-2023,344,Yes,Yes,1,Yes,Owner
RES102189,PROP504241,Visakhapatnam,Andhra Pradesh,Zone H,Independent House,4,4,5,2051,2359,2564,3887,8000000,80,Unfurnished,New Launch,23,39,17,North-West,4,Garden|Lift|24x7 Security|Swimming Pool,Hiranandani,New Property,06-09-2025,184,Yes,Yes,0,Yes,MagicBricks
RES102190,PROP502473,Pune,Maharashtra,Kharadi,Villa,3,3,4,2283,2625,2854,8067,18400000,184,Furnished,New Launch,22,36,19,South-West,6,24x7 Security|Jogging Track|Gym|Car Parking|Garden|Power Backup,Tata Housing,Resale,14-08-2024,174,Yes,No,1,Yes,99acres
RES102191,PROP500411,Jaipur,Rajasthan,Malviya Nagar,Apartment,3,3,4,2087,2400,2609,4800,10000000,100,Semi-Furnished,Under Construction,1,7,19,North-East,6,Garden|Club House|24x7 Security|Gym|Lift|Children Play Area,DLF,New Property,23-05-2024,185,Yes,Yes,0,Yes,NoBroker
RES102192,PROP505837,Pune,Maharashtra,Pashan,Penthouse,3,3,4,1877,2159,2346,9968,18700000,187,Furnished,New Launch,6,6,2,North-East,5,Car Parking|Lift|Children Play Area|Swimming Pool|24x7 Security,Prestige Group,Resale,07-12-2022,167,No,Yes,0,Yes,Housing.com
RES102193,PROP500065,Bhopal,Madhya Pradesh,Zone E,Row House,1,1,2,1257,1446,1571,4494,5600000,56,Semi-Furnished,New Launch,29,31,1,North,3,Garden|Lift|Power Backup,Brigade Group,Resale,27-03-2022,361,Yes,Yes,0,No,99acres
RES102194,PROP500215,Kochi,Kerala,Zone J,Builder Floor,3,3,4,1717,1975,2146,3986,6800000,68,Semi-Furnished,Under Construction,6,16,15,North-East,4,Club House|Swimming Pool|Car Parking|Garden,Hiranandani,New Property,19-12-2024,230,Yes,No,2,No,Housing.com
RES102195,PROP503357,Chandigarh,Chandigarh,Zone B,Row House,5,5,5,2630,3024,3288,4469,11800000,118,Semi-Furnished,Ready to Move,1,3,11,West,6,Lift|Gym|Swimming Pool|Jogging Track|Children Play Area|Power Backup,Brigade Group,Resale,30-05-2025,43,No,Yes,2,Yes,MagicBricks
RES102196,PROP501193,Kochi,Kerala,Zone I,Row House,5,5,5,2295,2639,2869,3890,8900000,89,Furnished,Under Construction,17,20,23,South-East,5,Power Backup|Children Play Area|Club House|Gym|Swimming Pool,DLF,New Property,07-11-2025,349,Yes,Yes,1,No,NoBroker
RES102197,PROP500822,Nagpur,Maharashtra,Zone I,Apartment,2,2,3,1659,1908,2074,4402,7300000,73,Semi-Furnished,New Launch,29,29,14,South,8,Children Play Area|Garden|Swimming Pool|Jogging Track|Club House|Lift|Car Parking|24x7 Security,Brigade Group,New Property,03-05-2025,65,Yes,Yes,1,Yes,NoBroker
RES102198,PROP503371,Indore,Madhya Pradesh,Zone I,Villa,2,2,3,1876,2157,2345,3640,6800000,68,Unfurnished,New Launch,6,14,0,North-West,7,Jogging Track|Gym|Garden|Car Parking|24x7 Security|Lift|Children Play Area,Tata Housing,Resale,10-11-2022,298,Yes,Yes,1,No,MagicBricks
RES102199,PROP502131,Bhopal,Madhya Pradesh,Zone E,Builder Floor,2,2,3,1839,2115,2299,3041,5600000,56,Unfurnished,Under Construction,13,22,25,South-West,6,Club House|Children Play Area|Garden|Swimming Pool|Jogging Track|24x7 Security,Omaxe,New Property,19-03-2025,361,Yes,No,1,Yes,NoBroker
RES102200,PROP503063,Delhi,Delhi,Pitampura,Builder Floor,1,1,2,1387,1595,1734,5220,7200000,72,Furnished,Ready to Move,7,23,8,South-East,3,Club House|Power Backup|Children Play Area,Godrej Properties,Resale,14-09-2022,81,No,Yes,2,Yes,Owner
RES102201,PROP505378,Vadodara,Gujarat,Zone E,Row House,4,4,5,2488,2861,3110,4241,10600000,106,Furnished,New Launch,2,23,7,North-West,3,Gym|Swimming Pool|Children Play Area,Kolte Patil,New Property,13-04-2023,126,Yes,Yes,1,Yes,MagicBricks
RES102202,PROP504445,Jaipur,Rajasthan,Vaishali Nagar,Independent House,2,2,3,1485,1708,1856,4393,6500000,65,Unfurnished,Under Construction,11,20,18,West,6,Lift|Power Backup|Swimming Pool|Jogging Track|Car Parking|24x7 Security,DLF,Resale,03-08-2024,12,Yes,Yes,2,Yes,MagicBricks
RES102203,PROP504155,Delhi,Delhi,Greater Kailash,Row House,5,5,5,2925,3364,3656,7786,22800000,228,Unfurnished,New Launch,25,30,13,West,6,Lift|Car Parking|24x7 Security|Children Play Area|Club House|Jogging Track,Shapoorji Pallonji,Resale,24-01-2024,121,Yes,Yes,1,Yes,Housing.com
RES102204,PROP505281,Jaipur,Rajasthan,C Scheme,Row House,3,3,4,1863,2142,2329,4980,9300000,93,Unfurnished,New Launch,9,11,0,North-East,8,Jogging Track|Children Play Area|Gym|Swimming Pool|Lift|Club House|Power Backup|Garden,Lodha Group,New Property,29-09-2022,117,Yes,Yes,1,No,99acres
RES102205,PROP502886,Vadodara,Gujarat,Zone C,Studio,2,2,3,1692,1946,2115,4345,7400000,74,Furnished,Ready to Move,15,36,11,North-East,8,Swimming Pool|Children Play Area|Gym|Garden|Lift|Jogging Track|Club House|24x7 Security,Sobha Limited,Resale,05-08-2024,230,Yes,Yes,1,Yes,NoBroker
RES102206,PROP503640,Indore,Madhya Pradesh,Zone F,Row House,2,2,3,1719,1977,2149,3448,5900000,59,Unfurnished,Ready to Move,6,10,18,South-West,7,Garden|Swimming Pool|Car Parking|Children Play Area|Club House|Gym|24x7 Security,Kolte Patil,Resale,03-11-2024,164,No,Yes,1,Yes,MagicBricks
RES102207,PROP504766,Indore,Madhya Pradesh,Zone G,Independent House,3,3,4,1801,2071,2251,4627,8300000,83,Unfurnished,Under Construction,28,32,22,North-East,3,Car Parking|24x7 Security|Lift,Prestige Group,Resale,20-07-2024,240,Yes,Yes,0,No,MagicBricks
RES102208,PROP505355,Delhi,Delhi,Saket,Builder Floor,2,2,3,1682,1934,2102,10224,17200000,172,Semi-Furnished,Ready to Move,14,16,22,North,5,Club House|24x7 Security|Swimming Pool|Lift|Car Parking,Hiranandani,New Property,26-10-2024,293,Yes,No,1,Yes,Owner
