transaction_id,property_id,listing_id,city,state,locality,property_type,bhk,carpet_area_sqft,built_up_area_sqft,listed_price_inr,sale_price_inr,price_per_sqft,discount_percent,sale_date,sale_year,sale_quarter,stamp_duty_percent,stamp_duty_inr,registration_charges_inr,total_transaction_cost,transaction_type,financing_type,loan_amount_inr,builder_name,possession_status,age_of_property_years,yoy_price_appreciation_pct,cap_rate_percent,rera_registered,facing,floor_number,market_segment
TXN301503,PROP500330,RES101594,Bangalore,Karnataka,Marathahalli,Independent House,2,1487,1710,10800000,10070000,6772,6.73,2025-02-15,2025,Q1,5,503500,100700,10674200,New Property,Institutional,8188199,Raymond Realty,Ready to Move,19,6.73,3.09,Yes,North-West,25,Mid
TXN301504,PROP504229,RES103408,Visakhapatnam,Andhra Pradesh,Zone D,Studio,4,2515,2892,9500000,8710000,3463,8.27,2022-11-15,2022,Q4,5,435500,87100,9232600,New Property,NRI,7235545,DLF,Ready to Move,18,8.4,3.1,Yes,West,10,Mid
TXN301505,PROP503887,RES105642,Lucknow,Uttar Pradesh,Zone F,Row House,3,2401,2761,10100000,9220000,3840,8.76,2024-04-30,2024,Q2,7,645400,92200,9957600,New Property,NRI,7723115,Mahindra Lifespaces,Under Construction,20,12.05,5.64,Yes,North,1,Mid
TXN301506,PROP503157,RES103746,Jaipur,Rajasthan,C Scheme,Apartment,4,2203,2533,10800000,9840000,4467,8.88,2024-06-12,2024,Q2,7,688800,98400,10627200,Resale,Cash,0,Omaxe,Ready to Move,19,7.04,5.33,No,East,6,Mid
TXN301507,PROP504284,RES103646,Indore,Madhya Pradesh,Zone C,Builder Floor,2,1787,2055,6000000,5850000,3274,2.51,2024-09-21,2024,Q3,6,351000,58500,6259500,Resale,Cash,4756181,Shapoorji Pallonji,Under Construction,18,2.38,3.54,Yes,South-West,8,Mid
TXN301508,PROP505286,RES102765,Vadodara,Gujarat,Zone F,Row House,4,2396,2755,11300000,10300000,4299,8.87,2022-10-08,2022,Q4,7,721000,103000,11124000,New Property,Institutional,8516066,Shapoorji Pallonji,Under Construction,19,7.42,6.28,Yes,North,13,Mid
TXN301509,PROP500762,RES102890,Kochi,Kerala,Zone H,Row House,1,1437,1653,5400000,5270000,3667,2.38,2022-09-10,2022,Q3,5,263500,52700,5586200,Resale,NRI,3767767,Raymond Realty,New Launch,17,14.24,6.33,Yes,North,1,Mid
TXN301510,PROP505146,RES104788,Visakhapatnam,Andhra Pradesh,Zone E,Apartment,3,2177,2504,7700000,7420000,3408,3.64,2023-04-13,2023,Q2,5,371000,74200,7865200,Resale,Home Loan,5814225,Hiranandani,Ready to Move,21,7.88,3.26,No,East,17,Mid
TXN301511,PROP503814,RES100932,Indore,Madhya Pradesh,Zone D,Villa,3,1881,2163,7400000,6990000,3716,5.48,2022-02-17,2022,Q1,6,419400,69900,7479300,New Property,Home Loan,5002978,Brigade Group,Ready to Move,15,1.95,3.63,Yes,South,8,Mid
TXN301512,PROP504052,RES104757,Kochi,Kerala,Zone A,Row House,2,1758,2022,7200000,6600000,3754,8.31,2024-08-22,2024,Q3,5,330000,66000,6996000,Resale,Home Loan,5425813,Mahindra Lifespaces,Ready to Move,19,10.83,4.83,No,North-East,5,Mid
TXN301513,PROP505881,RES105818,Ahmedabad,Gujarat,Bopal,Independent House,2,1698,1953,9000000,8200000,4829,8.88,2025-07-24,2025,Q3,7,574000,82000,8856000,Resale,NRI,6681436,Lodha Group,Under Construction,23,9.37,2.91,Yes,South-East,13,Mid
TXN301514,PROP503052,RES105383,Lucknow,Uttar Pradesh,Zone B,Studio,2,1734,1994,7600000,7340000,4233,3.43,2023-02-17,2023,Q1,7,513800,73400,7927200,New Property,Cash,5196258,Hiranandani,Under Construction,22,9.06,4.11,No,South-East,15,Mid
TXN301515,PROP500854,RES100792,Bhopal,Madhya Pradesh,Zone E,Apartment,2,1782,2049,6000000,5850000,3283,2.42,2025-09-15,2025,Q3,7,409500,58500,6318000,Resale,NRI,4951175,DLF,Under Construction,15,9.3,3.43,Yes,South-East,12,Mid
TXN301516,PROP505637,RES102953,Lucknow,Uttar Pradesh,Zone I,Penthouse,2,1650,1897,7300000,7250000,4394,0.72,2023-08-11,2023,Q3,7,507500,72500,7830000,Resale,Home Loan,0,Mahindra Lifespaces,Under Construction,15,9.69,2.95,Yes,South,18,Mid
TXN301517,PROP503313,RES102524,Delhi,Delhi,Janakpuri,Row House,3,2066,2376,16700000,16550000,8011,0.87,2025-11-19,2025,Q4,5,827500,165500,17543000,New Property,NRI,0,DLF,New Launch,20,7.53,2.58,Yes,North-East,26,Luxury
TXN301518,PROP505012,RES106310,Delhi,Delhi,Pitampura,Penthouse,3,2191,2520,18700000,18030000,8229,3.56,2026-01-07,2026,Q1,4,721200,180300,18931500,New Property,NRI,13479860,Omaxe,Ready to Move,6,10.96,3.64,Yes,South,18,Luxury
TXN301519,PROP504995,RES106055,Chennai,Tamil Nadu,Sholinganallur,Row House,1,1325,1524,9100000,8910000,6725,2.14,2025-05-21,2025,Q2,6,534600,89100,9533700,Resale,NRI,6326777,Brigade Group,Under Construction,1,2.0,3.79,No,North,19,Mid
TXN301520,PROP504020,RES101958,Chennai,Tamil Nadu,Anna Nagar,Independent House,2,1819,2092,11700000,11210000,6163,4.21,2024-01-25,2024,Q1,5,560500,112100,11882600,Resale,Cash,8023606,Tata Housing,Under Construction,18,7.23,2.56,Yes,North-East,37,Mid
TXN301521,PROP501292,RES105992,Patna,Bihar,Zone C,Independent House,3,1821,2094,7700000,7480000,4108,2.83,2023-04-22,2023,Q2,5,374000,74800,7928800,Resale,Cash,5618536,Godrej Properties,Ready to Move,16,9.11,4.62,Yes,South-West,6,Mid
TXN301522,PROP502569,RES105080,Lucknow,Uttar Pradesh,Zone B,Builder Floor,1,1316,1513,5200000,4930000,3746,5.28,2025-06-02,2025,Q2,5,246500,49300,5225800,Resale,Cash,4181124,Mahindra Lifespaces,Under Construction,14,12.65,5.75,Yes,South,7,Affordable
TXN301523,PROP502020,RES105593,Mumbai,Maharashtra,Worli,Apartment,2,1681,1933,32800000,29970000,17829,8.62,2024-03-18,2024,Q1,7,2097900,299700,32367600,Resale,Cash,0,Emaar India,New Launch,5,9.03,5.52,Yes,South-West,11,Luxury
TXN301524,PROP504973,RES103208,Pune,Maharashtra,Undri,Studio,3,2142,2463,19300000,18400000,8590,4.68,2022-07-10,2022,Q3,7,1288000,184000,19872000,New Property,NRI,13641541,Lodha Group,Ready to Move,18,6.58,2.65,Yes,South,6,Luxury
TXN301525,PROP504975,RES104630,Ahmedabad,Gujarat,SG Highway,Apartment,2,1720,1978,7900000,7150000,4157,9.47,2026-05-11,2026,Q2,4,286000,71500,7507500,New Property,Cash,0,Tata Housing,Ready to Move,10,3.67,2.95,No,North-East,34,Mid
TXN301526,PROP502129,RES103701,Bangalore,Karnataka,Whitefield,Villa,2,1446,1663,11100000,10870000,7517,2.04,2024-08-10,2024,Q3,7,760900,108700,11739600,Resale,Home Loan,8462145,DLF,Ready to Move,2,10.83,6.24,Yes,South,33,Mid
TXN301527,PROP500476,RES103450,Visakhapatnam,Andhra Pradesh,Zone F,Builder Floor,2,1766,2031,7000000,6580000,3726,5.93,2024-04-05,2024,Q2,7,460600,65800,7106400,New Property,Home Loan,4836501,Kolte Patil,New Launch,12,11.08,3.68,No,South,7,Mid
TXN301528,PROP502277,RES100881,Chennai,Tamil Nadu,Ambattur,Apartment,2,1527,1756,10300000,9540000,6248,7.4,2023-07-20,2023,Q3,5,477000,95400,10112400,New Property,Institutional,0,Omaxe,New Launch,14,7.41,4.05,Yes,North-East,8,Mid
TXN301529,PROP504817,RES100371,Kolkata,West Bengal,Jadavpur,Builder Floor,3,2016,2318,18500000,17300000,8581,6.51,2023-11-03,2023,Q4,4,692000,173000,18165000,Resale,Institutional,0,Shapoorji Pallonji,New Launch,21,11.06,3.83,Yes,West,2,Luxury
TXN301530,PROP502508,RES106148,Bhopal,Madhya Pradesh,Zone F,Builder Floor,3,2155,2478,9400000,8860000,4111,5.7,2024-04-18,2024,Q2,5,443000,88600,9391600,New Property,Institutional,6668165,Tata Housing,New Launch,14,6.41,2.74,Yes,South-West,6,Mid
TXN301531,PROP503375,RES105119,Chandigarh,Chandigarh,Zone F,Independent House,2,1818,2091,8500000,8040000,4422,5.42,2025-10-10,2025,Q4,5,402000,80400,8522400,Resale,NRI,6042847,Mahindra Lifespaces,Under Construction,18,8.06,5.65,No,North-East,8,Mid
TXN301532,PROP502322,RES101331,Vadodara,Gujarat,Zone B,Villa,1,1373,1579,5800000,5480000,3991,5.56,2023-09-01,2023,Q3,5,274000,54800,5808800,Resale,Cash,0,Godrej Properties,Under Construction,10,11.43,6.14,No,South-West,3,Mid
TXN301533,PROP505938,RES105211,Coimbatore,Tamil Nadu,Zone I,Studio,2,1772,2038,5800000,5660000,3194,2.4,2024-11-20,2024,Q4,4,226400,56600,5943000,Resale,Cash,4215701,Godrej Properties,New Launch,8,7.24,3.34,Yes,North-West,3,Mid
TXN301534,PROP503481,RES100498,Surat,Gujarat,Bhatar,Builder Floor,2,1896,2180,7400000,6670000,3518,9.89,2024-09-10,2024,Q3,7,466900,66700,7203600,New Property,Institutional,0,Lodha Group,New Launch,10,7.92,2.68,Yes,West,14,Mid
TXN301535,PROP503900,RES106689,Lucknow,Uttar Pradesh,Zone H,Row House,2,1804,2075,7100000,6440000,3570,9.27,2026-09-18,2026,Q3,5,322000,64400,6826400,Resale,Home Loan,0,Phoenix Mills,Ready to Move,9,5.84,3.43,No,East,39,Mid
TXN301536,PROP504173,RES103106,Kochi,Kerala,Zone H,Studio,3,1912,2199,6500000,6050000,3164,6.92,2023-06-12,2023,Q2,5,302500,60500,6413000,Resale,Cash,5121773,Kolte Patil,Under Construction,17,12.18,4.51,Yes,North-East,16,Mid
TXN301537,PROP501483,RES106010,Patna,Bihar,Zone I,Independent House,1,1021,1174,3600000,3480000,3408,3.23,2024-08-15,2024,Q3,6,208800,34800,3723600,Resale,Home Loan,2548997,Emaar India,Ready to Move,6,4.26,4.25,Yes,South,9,Affordable
TXN301538,PROP502620,RES106281,Kochi,Kerala,Zone G,Penthouse,3,1617,1860,6300000,6180000,3822,1.89,2024-11-17,2024,Q4,7,432600,61800,6674400,Resale,Home Loan,0,Omaxe,Under Construction,12,13.09,5.24,Yes,North,5,Mid
TXN301539,PROP502385,RES103018,Visakhapatnam,Andhra Pradesh,Zone E,Row House,1,1286,1479,5400000,5240000,4075,2.97,2024-03-29,2024,Q1,4,209600,52400,5502000,Resale,NRI,3949103,Emaar India,New Launch,6,6.44,2.76,Yes,East,1,Mid
TXN301540,PROP501845,RES102117,Lucknow,Uttar Pradesh,Zone I,Builder Floor,1,1302,1497,4500000,4270000,3280,5.21,2026-02-02,2026,Q1,6,256200,42700,4568900,Resale,Home Loan,3332294,Lodha Group,Under Construction,9,12.75,3.88,Yes,South,7,Affordable
TXN301541,PROP502808,RES106931,Surat,Gujarat,Katargam,Apartment,5,2334,2684,9700000,9340000,4002,3.69,2026-02-12,2026,Q1,5,467000,93400,9900400,New Property,NRI,7539571,Godrej Properties,Under Construction,9,9.62,3.24,Yes,South-West,9,Mid
TXN301542,PROP504260,RES106813,Visakhapatnam,Andhra Pradesh,Zone I,Builder Floor,5,2307,2653,10500000,10160000,4404,3.24,2023-09-16,2023,Q3,5,508000,101600,10769600,New Property,Institutional,7685796,Godrej Properties,Under Construction,20,6.58,5.64,No,South-West,2,Mid
TXN301543,PROP504229,RES103871,Visakhapatnam,Andhra Pradesh,Zone D,Studio,4,2515,2892,11300000,10200000,4056,9.75,2023-04-19,2023,Q2,5,510000,102000,10812000,New Property,Home Loan,8198809,DLF,Ready to Move,18,8.18,2.8,Yes,West,10,Mid
TXN301544,PROP501858,RES103521,Chandigarh,Chandigarh,Zone H,Row House,1,1357,1561,6100000,5920000,4363,2.89,2024-07-21,2024,Q3,7,414400,59200,6393600,Resale,Cash,4395259,Hiranandani,New Launch,2,6.93,4.28,No,South-East,27,Mid
TXN301545,PROP500215,RES104691,Kochi,Kerala,Zone J,Builder Floor,3,1717,1975,7500000,7030000,4094,6.23,2024-03-22,2024,Q1,5,351500,70300,7451800,New Property,Institutional,5555600,Hiranandani,Ready to Move,14,6.94,5.11,No,North-East,6,Mid
TXN301546,PROP503874,RES100127,Ahmedabad,Gujarat,Satellite,Studio,3,1617,1860,9200000,9090000,5622,1.17,2025-10-20,2025,Q4,7,636300,90900,9817200,New Property,NRI,7240939,Hiranandani,New Launch,15,0.63,3.25,Yes,South-West,4,Mid
TXN301547,PROP500095,RES103189,Bangalore,Karnataka,Sarjapur,Independent House,3,1941,2232,16100000,14550000,7496,9.62,2026-03-25,2026,Q1,4,582000,145500,15277500,New Property,Institutional,11288814,Raymond Realty,Under Construction,23,9.86,5.19,Yes,South-East,10,Mid
TXN301548,PROP501919,RES105174,Chandigarh,Chandigarh,Zone I,Studio,3,1957,2251,8000000,7310000,3735,8.64,2024-05-25,2024,Q2,5,365500,73100,7748600,New Property,Cash,5278483,Godrej Properties,Ready to Move,0,12.19,4.98,Yes,North,7,Mid
TXN301549,PROP500483,RES104593,Chandigarh,Chandigarh,Zone G,Villa,2,2012,2314,8900000,8290000,4120,6.83,2026-02-14,2026,Q1,5,414500,82900,8787400,New Property,Home Loan,0,DLF,Ready to Move,21,8.55,5.18,Yes,North-East,6,Mid
TXN301550,PROP504463,RES105141,Hyderabad,Telangana,Gachibowli,Independent House,3,2103,2418,13100000,12190000,5796,6.96,2025-10-08,2025,Q4,4,487600,121900,12799500,New Property,Cash,9917435,Prestige Group,Ready to Move,23,10.39,5.79,Yes,South-East,20,Mid
TXN301551,PROP505877,RES100617,Mumbai,Maharashtra,Borivali,Penthouse,3,2161,2485,34100000,33210000,15368,2.62,2023-09-24,2023,Q3,5,1660500,332100,35202600,Resale,Cash,25646833,Emaar India,Under Construction,7,7.98,3.91,Yes,North-West,13,Luxury
TXN301552,PROP502362,RES103328,Kolkata,West Bengal,New Town,Villa,2,1602,1842,17500000,16760000,10462,4.24,2026-04-04,2026,Q2,5,838000,167600,17765600,New Property,NRI,13720763,Phoenix Mills,Ready to Move,25,3.26,5.0,Yes,North-West,24,Luxury
TXN301553,PROP501364,RES103201,Chennai,Tamil Nadu,Porur,Row House,5,2772,3188,20100000,18760000,6768,6.66,2024-07-11,2024,Q3,4,750400,187600,19698000,Resale,Cash,13456526,Lodha Group,Ready to Move,18,10.02,4.22,Yes,West,15,Luxury
TXN301554,PROP504584,RES101781,Kolkata,West Bengal,New Town,Builder Floor,3,2054,2362,21000000,20250000,9859,3.56,2026-04-02,2026,Q2,5,1012500,202500,21465000,Resale,NRI,17111299,Raymond Realty,Ready to Move,0,0.31,4.05,No,West,6,Luxury
TXN301555,PROP504113,RES104590,Kochi,Kerala,Zone F,Row House,2,1694,1948,6500000,6130000,3619,5.71,2024-05-06,2024,Q2,5,306500,61300,6497800,Resale,Home Loan,5043586,Mahindra Lifespaces,New Launch,11,8.4,4.11,Yes,North-West,15,Mid
TXN301556,PROP502440,RES101068,Mumbai,Maharashtra,Malad,Apartment,3,1907,2193,39000000,38320000,20094,1.74,2025-12-18,2025,Q4,6,2299200,383200,41002400,Resale,Home Loan,27041031,Phoenix Mills,Under Construction,9,2.02,3.12,Yes,North-West,3,Luxury
TXN301557,PROP503506,RES105769,Bangalore,Karnataka,JP Nagar,Independent House,3,1743,2004,14800000,14290000,8199,3.43,2023-03-19,2023,Q1,7,1000300,142900,15433200,New Property,Institutional,11586409,Godrej Properties,Under Construction,9,10.55,4.99,Yes,South,10,Mid
TXN301558,PROP505123,RES103910,Kolkata,West Bengal,Park Street,Apartment,3,1454,1672,11200000,10610000,7297,5.26,2026-01-10,2026,Q1,5,530500,106100,11246600,Resale,Institutional,7920901,Mahindra Lifespaces,Ready to Move,18,5.32,2.87,Yes,North-East,6,Mid
TXN301559,PROP501094,RES101176,Chandigarh,Chandigarh,Zone J,Builder Floor,4,1853,2131,7700000,7130000,3848,7.45,2025-03-13,2025,Q1,6,427800,71300,7629100,New Property,Cash,5316972,Lodha Group,New Launch,17,8.23,4.86,No,North,4,Mid
TXN301560,PROP501972,RES104513,Bangalore,Karnataka,Bellandur,Builder Floor,2,1736,1996,13100000,11880000,6843,9.28,2023-10-08,2023,Q4,5,594000,118800,12592800,Resale,Home Loan,9128612,Omaxe,New Launch,0,11.97,2.59,Yes,North,18,Mid
TXN301561,PROP504215,RES100690,Jaipur,Rajasthan,Mansarovar,Penthouse,2,1588,1826,8300000,7890000,4969,4.99,2025-10-26,2025,Q4,5,394500,78900,8363400,Resale,Cash,0,Godrej Properties,Under Construction,14,4.22,2.99,Yes,North-East,18,Mid
TXN301562,PROP502017,RES101798,Mumbai,Maharashtra,Bandra,Independent House,3,1827,2101,35800000,35190000,19261,1.69,2024-02-22,2024,Q1,4,1407600,351900,36949500,Resale,NRI,0,Hiranandani,Under Construction,9,2.09,3.7,No,North-East,17,Luxury
TXN301563,PROP505892,RES106569,Hyderabad,Telangana,Jubilee Hills,Studio,3,2013,2315,16400000,15230000,7566,7.11,2022-03-05,2022,Q1,5,761500,152300,16143800,Resale,Institutional,11375482,Sobha Limited,Ready to Move,9,11.73,4.19,No,South-East,26,Luxury
TXN301564,PROP505830,RES102977,Visakhapatnam,Andhra Pradesh,Zone C,Row House,2,1623,1866,6500000,6480000,3993,0.32,2023-10-08,2023,Q4,4,259200,64800,6804000,New Property,Home Loan,5159613,Phoenix Mills,Under Construction,0,11.65,4.11,No,East,12,Mid
TXN301565,PROP505046,RES101900,Chandigarh,Chandigarh,Zone G,Villa,1,1432,1647,5800000,5350000,3736,7.84,2023-12-06,2023,Q4,5,267500,53500,5671000,New Property,Institutional,3943577,Lodha Group,New Launch,0,12.1,5.49,Yes,West,2,Mid
TXN301566,PROP505400,RES106113,Chennai,Tamil Nadu,Anna Nagar,Studio,3,2308,2654,16200000,16130000,6989,0.43,2024-09-04,2024,Q3,7,1129100,161300,17420400,New Property,NRI,11628797,Tata Housing,New Launch,9,9.55,4.37,Yes,South,3,Luxury
TXN301567,PROP504407,RES104793,Kochi,Kerala,Zone J,Row House,2,1537,1768,6900000,6280000,4086,8.99,2025-06-10,2025,Q2,4,251200,62800,6594000,New Property,Institutional,4978363,Shapoorji Pallonji,Under Construction,2,5.98,2.53,No,South,2,Mid
TXN301568,PROP505267,RES103467,Vadodara,Gujarat,Zone G,Apartment,4,2307,2653,11200000,10900000,4725,2.72,2026-06-11,2026,Q2,6,654000,109000,11663000,New Property,Institutional,9204691,Emaar India,Under Construction,10,8.06,2.7,Yes,West,12,Mid
TXN301569,PROP505697,RES101219,Ahmedabad,Gujarat,Vastrapur,Independent House,2,1904,2190,8400000,7760000,4076,7.64,2024-03-24,2024,Q1,5,388000,77600,8225600,Resale,NRI,6394170,Emaar India,Under Construction,20,6.51,5.54,No,South-West,3,Mid
TXN301570,PROP501882,RES101373,Nagpur,Maharashtra,Zone J,Penthouse,1,1408,1619,4700000,4340000,3082,7.67,2022-07-08,2022,Q3,5,217000,43400,4600400,Resale,NRI,3600013,Phoenix Mills,New Launch,0,7.05,2.87,No,North-East,4,Affordable
TXN301571,PROP503135,RES100834,Surat,Gujarat,Adajan,Row House,1,1562,1796,6300000,5870000,3758,6.76,2025-12-13,2025,Q4,6,352200,58700,6280900,Resale,Cash,4300573,Brigade Group,Under Construction,4,2.8,5.88,Yes,East,15,Mid
TXN301572,PROP504661,RES103132,Lucknow,Uttar Pradesh,Zone I,Penthouse,3,2261,2600,9400000,8770000,3879,6.71,2025-09-27,2025,Q3,4,350800,87700,9208500,New Property,Cash,0,Omaxe,Under Construction,14,11.54,3.3,Yes,West,6,Mid
TXN301573,PROP503480,RES101972,Bhopal,Madhya Pradesh,Zone G,Villa,5,2396,2755,8300000,8050000,3360,3.03,2023-03-11,2023,Q1,4,322000,80500,8452500,Resale,Cash,6055793,Shapoorji Pallonji,Under Construction,13,2.94,4.4,No,West,28,Mid
TXN301574,PROP504000,RES101156,Hyderabad,Telangana,Kondapur,Penthouse,4,2241,2577,17000000,16900000,7541,0.61,2026-04-10,2026,Q2,7,1183000,169000,18252000,New Property,NRI,14020022,Godrej Properties,Under Construction,16,11.7,2.83,Yes,South-West,9,Luxury
TXN301575,PROP501796,RES102457,Pune,Maharashtra,Baner,Penthouse,3,1780,2047,15200000,15020000,8438,1.16,2025-10-20,2025,Q4,5,751000,150200,15921200,New Property,Home Loan,11276056,Sobha Limited,Under Construction,5,10.94,4.38,Yes,North-East,2,Luxury
TXN301576,PROP503815,RES106763,Kochi,Kerala,Zone A,Apartment,1,1227,1411,4300000,3920000,3195,8.74,2025-04-22,2025,Q2,5,196000,39200,4155200,New Property,NRI,0,Sobha Limited,New Launch,8,7.78,5.52,Yes,North,2,Affordable
TXN301577,PROP502565,RES105962,Coimbatore,Tamil Nadu,Zone B,Studio,1,1508,1734,6700000,6070000,4025,9.41,2023-04-29,2023,Q2,5,303500,60700,6434200,New Property,Cash,4409170,DLF,New Launch,0,11.09,5.85,Yes,North,10,Mid
TXN301578,PROP503056,RES106357,Kochi,Kerala,Zone J,Villa,2,1722,1980,8900000,8440000,4901,5.12,2024-03-05,2024,Q1,6,506400,84400,9030800,Resale,NRI,6482835,Brigade Group,New Launch,19,11.14,6.44,Yes,North-East,2,Mid
TXN301579,PROP504028,RES105947,Nagpur,Maharashtra,Zone J,Builder Floor,2,1698,1953,6400000,5900000,3475,7.87,2026-01-18,2026,Q1,5,295000,59000,6254000,Resale,Home Loan,4888693,Brigade Group,Ready to Move,1,2.65,4.37,Yes,North-East,14,Mid
TXN301580,PROP505531,RES102334,Bangalore,Karnataka,Sarjapur,Penthouse,2,1543,1774,14300000,14010000,9080,2.03,2022-07-05,2022,Q3,7,980700,140100,15130800,New Property,Home Loan,10023501,Omaxe,New Launch,10,4.5,5.23,Yes,North-East,19,Mid
TXN301581,PROP503246,RES102382,Patna,Bihar,Zone G,Builder Floor,3,2127,2446,8100000,7910000,3719,2.38,2022-10-31,2022,Q4,5,395500,79100,8384600,New Property,NRI,5591439,Emaar India,New Launch,20,6.59,3.51,Yes,South,15,Mid
TXN301582,PROP505355,RES106066,Delhi,Delhi,Saket,Builder Floor,2,1682,1934,13800000,12480000,7420,9.54,2025-02-10,2025,Q1,6,748800,124800,13353600,Resale,NRI,8879782,Hiranandani,Under Construction,22,16.56,3.65,Yes,North,14,Mid
TXN301583,PROP500326,RES101107,Pune,Maharashtra,Kothrud,Apartment,2,1581,1818,17300000,15910000,10063,8.03,2022-09-27,2022,Q3,4,636400,159100,16705500,Resale,Cash,11657337,Mahindra Lifespaces,Ready to Move,19,7.52,4.57,Yes,South,5,Luxury
TXN301584,PROP505902,RES102429,Vadodara,Gujarat,Zone G,Apartment,5,2761,3175,11800000,11300000,4093,4.21,2026-03-08,2026,Q1,5,565000,113000,11978000,Resale,Home Loan,8047359,Shapoorji Pallonji,Ready to Move,16,5.59,4.15,Yes,North-West,8,Mid
TXN301585,PROP501875,RES106007,Coimbatore,Tamil Nadu,Zone C,Row House,3,2307,2653,7100000,6510000,2822,8.26,2024-09-21,2024,Q3,5,325500,65100,6900600,Resale,Home Loan,5006215,Phoenix Mills,New Launch,20,5.81,2.76,No,South-West,9,Mid
TXN301586,PROP505582,RES105547,Surat,Gujarat,Dindoli,Villa,2,1526,1755,5000000,4990000,3270,0.2,2026-02-15,2026,Q1,6,299400,49900,5339300,Resale,Institutional,3565120,Brigade Group,New Launch,12,1.41,2.59,Yes,South,11,Affordable
TXN301587,PROP504315,RES105449,Mumbai,Maharashtra,Powai,Row House,1,1469,1689,27500000,24980000,17005,9.16,2025-10-02,2025,Q4,5,1249000,249800,26478800,Resale,Home Loan,18328770,Tata Housing,Ready to Move,13,3.88,2.74,Yes,North,27,Luxury
TXN301588,PROP500567,RES104865,Hyderabad,Telangana,Kukatpally,Villa,2,1629,1873,12000000,11190000,6869,6.76,2023-05-18,2023,Q2,5,559500,111900,11861400,Resale,NRI,8528710,Hiranandani,New Launch,1,11.53,6.23,Yes,West,15,Mid
TXN301589,PROP500787,RES106293,Hyderabad,Telangana,Jubilee Hills,Studio,1,1683,1935,9200000,8740000,5193,4.97,2022-10-04,2022,Q4,5,437000,87400,9264400,Resale,Cash,6452142,Omaxe,Under Construction,17,1.49,6.18,No,South-West,4,Mid
TXN301590,PROP504304,RES105816,Visakhapatnam,Andhra Pradesh,Zone E,Builder Floor,2,1896,2180,7700000,7380000,3892,4.19,2024-03-09,2024,Q1,5,369000,73800,7822800,New Property,Home Loan,5566273,Hiranandani,Ready to Move,0,8.48,3.7,Yes,North,3,Mid
TXN301591,PROP501771,RES106291,Kolkata,West Bengal,Behala,Studio,5,2351,2704,24200000,23730000,10094,1.93,2025-02-07,2025,Q1,5,1186500,237300,25153800,Resale,Institutional,19964317,Shapoorji Pallonji,Ready to Move,0,6.65,2.54,Yes,North-East,14,Luxury
TXN301592,PROP500485,RES101021,Bhopal,Madhya Pradesh,Zone G,Apartment,3,1886,2169,7600000,7590000,4024,0.08,2022-09-01,2022,Q3,4,303600,75900,7969500,New Property,Home Loan,6179076,Lodha Group,Ready to Move,0,2.74,3.36,No,South-West,4,Mid
TXN301593,PROP505748,RES101660,Lucknow,Uttar Pradesh,Zone G,Builder Floor,4,2308,2654,7800000,7100000,3076,8.93,2026-05-19,2026,Q2,6,426000,71000,7597000,New Property,Home Loan,0,Prestige Group,New Launch,2,10.77,4.98,Yes,North-East,3,Mid
TXN301594,PROP505390,RES103053,Bangalore,Karnataka,Sarjapur,Studio,3,2039,2345,14300000,14040000,6886,1.83,2022-12-17,2022,Q4,5,702000,140400,14882400,Resale,Home Loan,0,Godrej Properties,Under Construction,8,2.68,4.85,Yes,North,10,Mid
TXN301595,PROP500329,RES104194,Bhopal,Madhya Pradesh,Zone I,Independent House,4,2259,2598,7700000,7690000,3404,0.13,2025-03-06,2025,Q1,5,384500,76900,8151400,New Property,Cash,0,Mahindra Lifespaces,New Launch,19,2.62,4.91,No,North-West,13,Mid
TXN301596,PROP501035,RES104092,Lucknow,Uttar Pradesh,Zone D,Builder Floor,2,1861,2140,8100000,8060000,4331,0.5,2022-12-22,2022,Q4,5,403000,80600,8543600,New Property,Institutional,0,Sobha Limited,Under Construction,8,5.33,2.68,Yes,North,7,Mid
TXN301597,PROP502098,RES102466,Coimbatore,Tamil Nadu,Zone J,Studio,3,1725,1984,6200000,5630000,3264,9.21,2024-09-07,2024,Q3,5,281500,56300,5967800,Resale,Institutional,4294391,Brigade Group,New Launch,15,8.66,6.45,Yes,North-West,24,Mid
TXN301598,PROP505458,RES101803,Patna,Bihar,Zone A,Independent House,2,1592,1831,6500000,6330000,3976,2.69,2024-06-20,2024,Q2,6,379800,63300,6773100,Resale,Institutional,5273405,Kolte Patil,Under Construction,13,8.33,6.23,Yes,East,2,Mid
TXN301599,PROP504758,RES101337,Kochi,Kerala,Zone D,Apartment,3,1736,1996,7600000,6890000,3969,9.4,2024-02-29,2024,Q1,5,344500,68900,7303400,Resale,NRI,4999545,Omaxe,New Launch,20,4.75,2.57,No,North-East,2,Mid
TXN301600,PROP500844,RES106846,Chennai,Tamil Nadu,Perambur,Row House,1,1327,1526,9300000,8500000,6405,8.6,2024-02-11,2024,Q1,5,425000,85000,9010000,New Property,Cash,6640787,Godrej Properties,New Launch,15,5.55,5.88,No,West,17,Mid
TXN301601,PROP502909,RES102314,Bhopal,Madhya Pradesh,Zone F,Studio,4,2313,2660,8800000,8780000,3796,0.22,2024-05-20,2024,Q2,6,526800,87800,9394600,New Property,Institutional,7391792,Hiranandani,New Launch,18,9.92,5.38,Yes,East,27,Mid
